Paziente :
Esame :
Occhio : False
--------------------------------------------------------
Note : 
--------------------------------------------------------
SIM-k : 
K1 = 43,41 D @ 105°
0,436312310324005
0,436129422678759
0,435915300827276
0,435668538388294
0,43541500086831
0,435181224548047
0,434990369087579
0,434859925205855
0,434799292519385
0,434796549113092
0,434867136807726
0,434983677452561
0,435125541717945
0,435269550595386
0,435393867397314
0,435480716465495
0,435518631886848
0,435504396489301
0,435442825540489
0,435347089539952
0,435235938466024
0,435131853147151
0,435057291358951
0,435039201599941
0,435076617426051
0,43518080480252
0,435354030097707
0,435588099308023
0,435830657203439
0,436076966187736
0,436297421631383
0,436471142449443
0,436582000992309
0,43662235861615
0,43659448153291
0,436509819585546
0,436387849528259
0,436253360784341
0,436132736265529
0,436051234446129
0,436028914886114
0,436078810867469
0,436205000552161
0,436402732226217
0,436659266293343
0,436956866514026
0,437275212540735
0,437595065746498
0,437901101634947
0,438184088176177
0,438442547916776
0,438682094129877
0,43891492755584
0,439158100935144
0,439430995209145
0,439753046709327
0,440141460143796
0,440608636195805
0,441160859147556
0,441796342122543
0,442505416697329
0,443269697672016
0,444062988297055
0,444855405653979
0,445609239313185
0,446288326824349
0,446856919215273
0,447284714714339
0,447549199241878
0,447638906574219
0,447555411394868
0,447313896796959
0,446943166320717
0,44648289524243
0,445980640706172
0,445487161190735
0,445051010574121
0,444713366379877
0,444503004437196
0,444432901552196
0,444498547458715
0,444677821728882
0,44493415395464
0,445221518862556
0,445490417506316
0,44569505083534
0,445800110549975
0,445785812581876
0,445649919802352
0,445408604836287
0,445093233380529
0,444745187521255
0,444409982329298
0,4441295687877
0,443936424776926
0,443847924048554
0,443864165355306
0,443966904958248
0,444122396736378
0,444286161538019
0,44440948335952
0,444445785101893
0,44435778360609
0,444122050069235
0,443731691336826
0,443196712796071
0,442541870455637
0,441803099397528
0,60148665880779
0,600294123728321
0,599048195074406
0,597809430864409
0,596637916132585
0,59558833486075
0,594704681044208
0,59406177008599
0,593585398509753
0,593320133783866
0,593249869636649
0,593345978127345
0,593569888986672
0,593877322268998
0,59422215206514
0,594558735766449
0,594852705615776
0,595071577666674
0,595197393884723
0,595225471224628
0,595164254883215
0,595034542116785
0,594820417150186
0,594602742707704
0,594620261627058
0,594572878271179
0,594609871878497
0,594811438123544
0,595104011672516
0,595531060678184
0,596082804878399
0,596768383879965
0,597519435159551
0,598362903865936
0,599215125076057
0,600081545341164
0,600942846728011
0,601779246753517
0,602677915536754
0,603373569130284
0,604027046643873
0,604601513227828
0,605085972338157
0,605471824524445
0,60575745575426
0,605942380854236
0,606033150387517
0,606044297527519
0,60599310173312
0,605905718852793
0,605812112842497
0,605742193569553
0,605722884572861
0,605778978956162
0,605922056039103
0,606155624847392
0,606471382509217
0,606850381078551
0,607265962355741
0,607531934062039
0,607910500930222
0,608264855509853
0,608554935298108
0,608774777241469
0,608929050575969
0,60903130962646
0,609101040732514
0,609159275707472
0,609224574374727
0,609309339932371
0,609417087368846
0,609541623684974
0,609667777025619
0,609800965899116
0,609857782093935
0,60984143166024
0,609731897786619
0,609518276903936
0,609200537384964
0,608791820892921
0,60831292348924
0,607798926466035
0,607285449431489
0,606810068817223
0,606406480711275
0,606080679701316
0,605896393485894
0,605831386636586
0,605832757878746
0,605978248040486
0,606176646327697
0,606411774695751
0,606651528604969
0,606866125204836
0,607030792552762
0,607128831549245
0,607151504675272
0,607098741331856
0,606977681821179
0,606800027400756
0,606579985728437
0,606331484513478
0,606066096159595
0,605791267635668
0,605476673951884
0,605186802600056
0,604883876716835
0,604560350543438
0,604130329771317
0,603742826137581
0,603318422579026
0,602858485446821
0,60236962013437
0,60186315202339
0,601354319800734
0,600860747998941
0,600399550375128
0,599985550736689
0,599628422366625
0,599331528622214
0,599000827109412
0,598805454112043
0,598634721222105
0,598463688139754
0,598264648043633
0,598009642528586
0,597674302676394
0,597240614133591
0,596699381209042
0,596051992726268
0,595310923756976
0,594498707170109
0,593646556088036
0,592791497631484
0,591973607441229
0,591228012545579
0,590639432765736
0,59013044848792
0,589763224204067
0,589537985597371
0,589443105663115
0,589457119319614
0,589551676742301
0,589695490379613
0,589859062103931
0,590019180086354
0,590160815883511
0,590279821776022
0,590382386795806
0,590435729206306
0,590553375184163
0,590712368463862
0,590931366805378
0,591222443783201
0,591588845886427
0,592024121132115
0,592512665386545
0,593007929438996
0,593528252091101
0,594025219335111
0,59447604904578
0,594864967732316
0,595185760945077
0,595441382159647
0,595643691926458
0,595810965915573
0,595964872471896
0,596127185104892
0,596316642307454
0,596546052525047
0,596821914447986
0,597156706333693
0,597516917934274
0,597903913662744
0,598318216179311
0,598760214471528
0,599164233246187
0,599567329569678
0,599966683790506
0,600374064289507
0,600800003972564
0,601254530996149
0,601743916982053
0,602268715995869
0,602822216445678
0,603390772123785
0,6039548819507
0,604492202206114
0,604980956610495
0,60540399314371
0,605751927007613
0,606025773532504
0,60623725438126
0,606408100431177
0,606567969444067
0,60674974930407
0,606986186219255
0,607305166791175
0,607725843830058
0,608256095811544
0,608891282707052
0,609614183191908
0,610398081324523
0,611209490630189
0,612013147849355
0,612776004987825
0,613471204584068
0,614080836046689
0,614596508239451
0,61501929092628
0,61535497006574
0,615617670090455
0,615813882496123
0,615951462755885
0,616031395028943
0,616048119048764
0,61599162740704
0,61584887544925
0,61560793108806
0,615260681841418
0,61480663830591
0,614254003706974
0,61362089646112
0,612933945521861
0,612225477500256
0,611530211635213
0,610880653748238
0,610302804383879
0,609812054200997
0,609411083401091
0,609089474562792
0,60882521673798
0,608588275382075
0,608346056821485
0,608068923941453
0,607736218972632
0,607339168046045
0,606883294167162
0,606388358953475
0,605884577648904
0,605409216009325
0,604999932474377
0,60468921985653
0,604499110454187
0,604436701897376
0,604492508927585
0,604639724492763
0,604837411451087
0,605034125974583
0,605174375809601
0,605203882596622
0,605076154462452
0,604757847135926
0,604230878783193
0,603495504956548
0,602569471137013
0,831240913114597
0,830634872103318
0,830143863397714
0,829756373079745
0,829453058909086
0,829209289236866
0,829000181645071
0,828873026815015
0,828668896191077
0,828449729635188
0,828212709587273
0,827960020347235
0,827698134586293
0,827434266861307
0,827173672560851
0,826916012505679
0,826665517333596
0,826411403191688
0,826146407501985
0,82586496940285
0,825564981964258
0,825249823125178
0,824855555993013
0,824467615004921
0,824422429409679
0,824203356368408
0,824013849648813
0,82395620461011
0,823895670641196
0,823892963515229
0,823931004501522
0,824029761990279
0,824093846004783
0,82418315581663
0,824189165373358
0,824149727728314
0,824068684486436
0,823953335935106
0,823982117116352
0,823780930548339
0,823642371885503
0,823543134384123
0,82349117048786
0,823486145449261
0,823524725384308
0,823589930951821
0,823662682743039
0,823723167376208
0,823748353818796
0,823725052515418
0,82364829646839
0,823520551220361
0,823352881470157
0,823169588849166
0,82299263945787
0,822850244920568
0,822766621279731
0,822760998716979
0,822844690033212
0,822775542984199
0,823012063750939
0,823369881161133
0,823799521284475
0,824288214884595
0,824823080767223
0,825392058547516
0,825983839656965
0,826587864074936
0,82719346135378
0,827789948721656
0,828365885745885
0,828910001975175
0,829410666358115
0,82990264760903
0,830288324472478
0,830609222694089
0,83086795955882
0,831072803202913
0,831237255483103
0,831379299151108
0,831514585728203
0,831665995922258
0,831847565035288
0,83207016340768
0,832338607374283
0,832618349247697
0,83297724085251
0,833361301969103
0,833683824192372
0,834082218326471
0,834440963097151
0,834774915447258
0,835078858750245
0,835351013346842
0,835590617897578
0,835796966737311
0,835968519711871
0,836100947792861
0,836188083878598
0,836222024265001
0,836196003610618
0,836104584390997
0,835947499067913
0,835730518611364
0,83541268023897
0,835115816187385
0,834809466057602
0,834514190189097
0,83412536016248
0,833898342671447
0,833715199377389
0,833567096058273
0,833435116290002
0,833291856132358
0,833105170286814
0,832843491545849
0,832479784827081
0,831997309408152
0,831392911435191
0,830678392138851
0,829739828749164
0,828897912178192
0,828052956480352
0,827247865055339
0,826519384890998
0,825894880803053
0,825388253238291
0,825000093232412
0,824719469793182
0,824526392674545
0,824396932864226
0,824307199859816
0,824238401894882
0,824179455789146
0,824130108142431
0,824093715709125
0,824166349470334
0,824203732379984
0,824297454505047
0,824453170288155
0,824666470916846
0,824921342052271
0,825190896449419
0,825439791046122
0,825631508548935
0,825732326611613
0,825719079029825
0,825583026729407
0,825333684052012
0,824921069544256
0,824534519198853
0,824152378337747
0,823824585317512
0,823595685453837
0,823497446799719
0,823545409237423
0,823735455907865
0,824009013140467
0,824399957404522
0,824826582494048
0,825238574106922
0,825588621890396
0,82583978630469
0,825968830836147
0,825969678400407
0,825852071621133
0,825639169498547
0,825364242176023
0,825063433471957
0,824772455595396
0,824520972500202
0,824351708522721
0,824232981186426
0,824185282625756
0,824222061895216
0,8243487595361
0,824458894098118
0,824603777719791
0,824768168382296
0,824960247032178
0,825189517843733
0,825469827030381
0,82581624527701
0,826241369573565
0,82675170322695
0,827346211288092
0,82801476534186
0,828739296339461
0,829495405939015
0,830256936486168
0,830997766973601
0,831696620247754
0,832338856903448
0,832919194550808
0,833441883354245
0,833920064467516
0,834374433603945
0,834829808070979
0,835311934341838
0,835844307689303
0,836443615647361
0,837118507712571
0,837868133138717
0,838681688956004
0,839540450174679
0,840419516611363
0,84129063615203
0,842124475268315
0,842894064684072
0,843575719028823
0,844148211136384
0,844603197737792
0,8449264342067
0,845115192763189
0,845169289805144
0,845092060817657
0,844890195503158
0,844574143014537
0,84415806172653
0,843659909911921
0,843100696930775
0,842504710225387
0,841897331854202
0,841304045916447
0,840749348690716
0,840253856003547
0,83983383294182
0,839499386689956
0,839254755547645
0,83909632921705
0,839015372686331
0,838998794457718
0,839030937846918
0,839095959119788
0,839180996167021
0,839276055235178
0,839375413921411
0,839476490805571
0,839577768027995
0,839676523075171
0,839766853461877
0,83983754682227
0,839871730368218
0,839848393446409
0,839743175581585
0,839532748469687
0,839197349548282
0,838724787690431
0,838113194972237
0,83737255851332
0,836524989223845
0,835602606891537
0,834644383947938
0,833692795067037
0,832787615485024
0,831962332379322
0,986756185557898
0,985805172505786
0,984866949789348
0,983967051997366
0,983130759731782
0,982381704782919
0,981740819545931
0,981326929745655
0,980945521385399
0,980708671579192
0,980616577337528
0,980661893856227
0,980829240262263
0,981095105180297
0,981428685956621
0,981790551419618
0,98215117830335
0,98246568907573
0,982702602165322
0,982839744565549
0,982867745216305
0,982791262730799
0,982520639521353
0,982188524546096
0,982298629887535
0,98210353749001
0,981915142624095
0,981896353632531
0,981864745839357
0,981922886598168
0,98205890431124
0,982312815233394
0,982551908916424
0,98286636513712
0,98309523046547
0,983286680300539
0,983435092538506
0,983538190391178
0,983842663052221
0,983791974807666
0,98380541826768
0,983846729327351
0,983930363769001
0,984064605106656
0,984255929869205
0,984494211949616
0,984764849950079
0,985050771394152
0,985325834496352
0,985574655128945
0,985788928244205
0,985966628938258
0,986115647209478
0,986261230349635
0,986423204605122
0,986630329422004
0,986905048332087
0,987261499023859
0,987701548853404
0,987856077505817
0,988377556170156
0,988979835503022
0,989575145238967
0,990132537180488
0,990626637910125
0,991041320273145
0,991372282566547
0,991626475640888
0,991821891623594
0,991983026924566
0,992138098686949
0,992312291815614
0,992523709871611
0,992844309685522
0,993136224463432
0,993446389905261
0,993747312439906
0,994006431248457
0,994191391354586
0,994277272439414
0,994242677243923
0,994093076365199
0,993841041344463
0,993516051257023
0,993160070285495
0,992773955145845
0,992516472782581
0,992367808282519
0,992252525862101
0,992404247933664
0,992666069740566
0,993047641352581
0,993507744074532
0,99399373859387
0,994445854360608
0,994805704870831
0,995022306548958
0,995057739966225
0,994892941030018
0,994528896824646
0,993987342917205
0,993306738935918
0,992538212607009
0,991737700319819
0,990883327063377
0,990171263079178
0,989557159002695
0,989052436940312
0,988470955534453
0,988142362933272
0,987852415862192
0,987552550142182
0,98719190025732
0,986724054213612
0,986113019905177
0,985337897628743
0,984395116637387
0,983299178966362
0,982080199692402
0,980780797077499
0,979247116774593
0,977942999191383
0,976709285225513
0,975586392665048
0,974604568506276
0,973783242718418
0,973130936253897
0,972647556014616
0,972326075034012
0,972155396754928
0,972123145453283
0,972216646670294
0,972424512579305
0,972736258829051
0,973144127752227
0,973631030547504
0,974304001395745
0,974911336166851
0,975545296731151
0,976179132625097
0,976783984090766
0,977330875280843
0,977792891433928
0,978148054342301
0,978381757600752
0,978490088660295
0,978479274972321
0,978365878067181
0,978175631207081
0,977827813093375
0,977572630265932
0,977336279191025
0,977142312003842
0,977007573093065
0,976941098515365
0,976947127819752
0,977025640714033
0,977121441793244
0,977337546551164
0,977624276867174
0,977985123719402
0,978425100109459
0,9789506310654
0,9795673844476
0,980276807953516
0,981073040065942
0,981940034751442
0,982850884286337
0,983768029415487
0,984647332939906
0,985443144290227
0,986147639589497
0,986670997324143
0,987031428173887
0,987267364808538
0,987432525188748
0,987434385945669
0,987420713546178
0,987440022334712
0,987563574414124
0,987847448843779
0,988332985229673
0,989040028804044
0,989966059548233
0,99108417021518
0,992347614832811
0,99369498711859
0,995058398346965
0,996371407085347
0,997577757625872
0,998636426513561
0,999525616560628
1,0002429658211
1,00080391783506
1,00123788793104
1,00158209580759
1,00187691098327
1,00215834719901
1,00245437593049
1,00278115478661
1,00314094164901
1,00352324680813
1,00390705802871
1,00426555545802
1,00457077935641
1,00479782562277
1,00493032701695
1,00496097507151
1,00489332486442
1,00474033055113
1,00451842718788
1,00425753466027
1,0039703704841
1,00367558603837
1,00338129730498
1,00308718741961
1,00278516244001
1,00246103188304
1,00209715175619
1,00167792901058
1,00119144078681
1,00063351618169
1,00000886236644
0,999332012118258
0,998625697012176
0,997918114485764
0,997240620701991
0,996622655522411
0,996088880436901
0,995654937795665
0,995326440327765
0,995097591588648
0,994953528247619
0,994871676110592
0,99482695700421
0,994794613007259
0,994754265859866
0,994691478198752
0,994599738120983
0,994478393717591
0,994331538146782
0,994165040991791
0,993984686728339
0,993792972794947
0,993588158211323
0,993363704983905
0,993108933817775
0,992809845310743
0,992452129543957
0,992022084100546
0,991509425142784
0,990907899954532
0,990217311135876
0,989443498106487
0,988597095124119
0,987694618463363
1,21838014923262
1,21747877400436
1,2165699238507
1,21569112552469
1,21487424422175
1,21414276448715
1,21351082654878
1,21312150560477
1,21268770927022
1,21234156848326
1,21206633190348
1,21184315729594
1,21165121257086
1,21146926327047
1,21127566807402
1,21104557988499
1,21076974095205
1,21041866983888
1,20997678987995
1,20943261406128
1,20878312456198
1,20803477056968
1,20705648984873
1,20601583556162
1,20558352023331
1,20472919234872
1,20387275210762
1,20323840188379
1,20259014260145
1,20208668548695
1,20173566711887
1,20161366934157
1,20155774159776
1,20169906989902
1,20181335765702
1,20194921125271
1,20207019038225
1,20213772374511
1,20245028029809
1,20221665521072
1,20198691316737
1,20170379314003
1,20139803772904
1,2011070717916
1,20087906612364
1,20074572745329
1,20073213220224
1,20085327788004
1,20109682625847
1,20144751441104
1,20187915746419
1,20235670887383
1,20284416826439
1,20332241759127
1,20376673950323
1,20417398145318
1,20454907618706
1,2049068080442
1,205267821545
1,20516500574402
1,20554162881077
1,20606391817847
1,20666696629912
1,20735135906163
1,20810748446794
1,20891566358927
1,20974833156434
1,21057308925347
1,21135679732147
1,21206939177806
1,21268706476946
1,21319441749007
1,21358571141375
1,21395181403379
1,21412159645182
1,21419692959813
1,21419319845905
1,21412501724056
1,21400430617669
1,21384208141393
1,2136358703045
1,21339797472929
1,21312846543489
1,21283067617005
1,21251082323324
1,21211346027814
1,21180056208421
1,21150261397184
1,21109147737587
1,21088230704655
1,21068286955549
1,2105467759464
1,21047672656534
1,21046680824689
1,21050382807188
1,21056733364733
1,2106329758541
1,21067349357103
1,21066467907176
1,21058851333169
1,21043514723576
1,21020615752591
1,20991407841959
1,20958192838633
1,20913789218822
1,2088227294206
1,20857209579337
1,20841900626231
1,2081467855399
1,2082522899864
1,20850006951816
1,20887658901196
1,20935367314666
1,20989056394793
1,21043746864387
1,21094137738332
1,2113500964273
1,21161939288539
1,2117166296389
1,21162428437331
1,21106236715866
1,21060787939855
1,21000303086058
1,2092815790087
1,20848118839266
1,2076392539756
1,20678833114143
1,20595314042216
1,20514851424072
1,20437924333905
1,20364141333142
1,20292659482128
1,20222669006385
1,20153866780023
1,2008717696489
1,20023651910984
1,19982719985804
1,19936304882898
1,19903980273999
1,19889313054314
1,19894747543069
1,19921097084223
1,19967056886867
1,20029188461301
1,20102049592059
1,20179014446734
1,20253005726465
1,20317530647498
1,20367859853876
1,20386715930602
1,20404475303114
1,20411082466667
1,20413031153915
1,20418553368512
1,20436372676426
1,20474355154331
1,20538280882126
1,20623205313852
1,20742061133376
1,20882501815326
1,21035733829008
1,21190898439344
1,21334995288134
1,21457360326326
1,21549296018478
1,21606072032718
1,21627348734012
1,21617206227036
1,21583424308235
1,21536125324173
1,21486419873183
1,21449138151015
1,2142382371196
1,21420890784725
1,21445827055581
1,21500403179829
1,21561195296257
1,21632371293168
1,21704000019339
1,21769421931461
1,21822811428067
1,21861166473598
1,21884587110591
1,21896201173547
1,21901322984818
1,21906019557416
1,21917615639449
1,2194092365045
1,21979233111123
1,2203333884248
1,22101519735519
1,22179790301425
1,22262526498911
1,22343360346964
1,22416099804745
1,22475693677052
1,22519019411388
1,225452931313
1,22556083884802
1,22554934597212
1,2254669072472
1,22536714564156
1,22529962744599
1,22530348346588
1,22540301450207
1,22560516393467
1,2259004239935
1,22626542317203
1,22666613823078
1,22706340038358
1,22741461675773
1,22769530262139
1,22786657689571
1,22791467530009
1,22783160448134
1,22762064375426
1,22729292900743
1,22686802362327
1,2263705941885
1,2258287466423
1,22527308425602
1,22473356880498
1,22423894033671
1,22381292546581
1,22347512430401
1,22323621742173
1,22309920381129
1,22305841249283
1,22309869967422
1,22319713897489
1,22332440319079
1,2234474869679
1,22353454052626
1,22355660056904
1,22349417469273
1,22333905804995
1,2230957096876
1,22278276514267
1,22242876369273
1,22206897525089
1,22174038740796
1,22147579216034
1,22129887631875
1,22122099389381
1,22123873426043
1,22133448841405
1,22147814775748
1,22163122049843
1,22175114041592
1,22179572408018
1,22172921874738
1,22152433031709
1,2211670866826
1,22065639900194
1,22000441035615
1,2192348185749
1,3711845822914
1,36996770417727
1,3687700446868
1,36767194243468
1,36674271207494
1,36603381575458
1,36557377681399
1,3655478898273
1,36556149854904
1,36575774624031
1,36607529862404
1,36644172298362
1,36678173877585
1,36702328374641
1,36710482156329
1,36697416411637
1,36661842079968
1,3660155845728
1,36517640757905
1,36413006972567
1,36292251075523
1,36161064926194
1,36006573320224
1,35853997780518
1,35793351409009
1,35689540637892
1,35596704557083
1,35542234978453
1,35492244325428
1,35464598559191
1,35457407649138
1,35478674888559
1,35505704615594
1,35555571079356
1,35599783549588
1,35646349360025
1,35692713106673
1,3573606311055
1,35817429129438
1,35834410175714
1,35859060472641
1,35882917149771
1,35907676495141
1,35934972772229
1,35967253158417
1,36004742526197
1,36047283911717
1,36094433715762
1,36143700989909
1,36193876218513
1,36244105203469
1,36293679923349
1,36342806125111
1,36394014384667
1,36448677047733
1,3650980541662
1,36579748903906
1,36660092245427
1,36751091342389
1,36787396066234
1,36886812096224
1,36999487482765
1,37110800394425
1,37215792508823
1,37309743223353
1,3738884296523
1,37450464956481
1,37493617362861
1,3751886297177
1,37528246084758
1,37524862362694
1,37512373641804
1,37494494832103
1,37485809432397
1,37464805448885
1,37443833176522
1,37422444403739
1,37399077526382
1,37371477797538
1,37337321952371
1,3729337340448
1,37239416733798
1,37174808278955
1,37100622537518
1,37019373280727
1,36925958750515
1,36844203903239
1,36767256622599
1,36680163423506
1,36625359147036
1,36577761804874
1,36543957531497
1,36523032216534
1,36512669037377
1,36509419467283
1,36509105236414
1,36507349505528
1,36500119630882
1,36484222626246
1,36457746519608
1,36420151395449
1,36372387458387
1,36316575654446
1,36255773643675
1,36179868263506
1,36119485228592
1,36064495540107
1,36017389361683
1,35947971858604
1,35920363199695
1,3590293430601
1,35894298283847
1,35892132165729
1,35893563447031
1,35895409756339
1,3589449317936
1,35887991725492
1,35873477952643
1,35849192256282
1,35813942784994
1,35730645789495
1,35673163723151
1,35604786175984
1,35526440610661
1,35439554565592
1,353461276492
1,35248620254624
1,35149769941202
1,35052287225826
1,34958707484944
1,34871079588943
1,34791121669655
1,34720120730011
1,34659277043021
1,34610135664602
1,34572860214595
1,34570277774172
1,34561434500744
1,34567162248989
1,345870199045
1,34619903573442
1,34664093372704
1,34717398534813
1,34777333738368
1,34841304992309
1,34906981685369
1,34972111931709
1,35034994923338
1,35094737282674
1,35131566735154
1,35185293730915
1,35239945913299
1,35298907145186
1,35366125194026
1,35445716349905
1,35541319230154
1,35655346243396
1,35778931402318
1,35929426121288
1,36094326181482
1,36268096070069
1,36443883269441
1,36613218566851
1,36768397232992
1,36902485108283
1,37010394143601
1,37089601653409
1,37140440610784
1,37166068273856
1,37172190986624
1,37166236499995
